Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,Components of Gross Domestic Product,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Base Year:2011-12,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Year,Private Final Consumption Expenditure,,Government Final Consumption Expenditure,,Gross Fixed Capital Formation,,Changes in Stocks,,Valuables,,Exports of Goods and Services,,Import of Goods and Services,,Discrepancies,,Gross Domestic Product,,
,,Constant Prices,Current Prices,Constant Prices,Current Prices,Constant Prices,Current Prices,Constant Prices,Current Prices,Constant Prices,Current Prices,Constant Prices,Current Prices,Constant Prices,Current Prices,Constant Prices,Current Prices,Constant Prices,Log Constant Prices,Current Prices
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,2.833213344,18
,1970-71   ,3.39596815,6.092679652,9.491132192,11.7662284,-5.54665997,2.908261451,19.13301929,88.42111468,-,-,31.55781635,8.783783784,17.91495982,2.773061686,-,-,5.157229736,1.640399563,6.800041706
,1969-70   ,3.714121502,8.174474021,9.450936203,12.08780451,0.068147072,9.525122314,404.855851,8.861735059,-,-,-1.93800431,1.243781095,-13.03513508,-10.21341463,-,-,6.539700296,1.877891338,10.10171065
,1968-69   ,2.626836461,0.046517036,5.246445185,9.496983066,5.343287266,6.806245829,-74.33075886,-23.71448559,-,-,3.138040777,5.998681608,-14.36097613,-11.98568873,-,-,3.387929176,1.220218872,5.885144247
,1967-68   ,5.657445806,19.16987146,2.697832978,11.80750243,6.462294264,12.47335697,-15.57080773,53.34077949,-,-,4.956135514,14.06015038,-3.943618053,4.388422035,-,-,7.82596303,2.0574468,17.11646874
,1966-67   ,1.299570301,16.46289795,1.716184214,9.589420226,1.421908366,10.64259634,41.04140033,-37.33271704,-,-,25.84036221,41.79104478,28.62227578,44.9255751,-,-,-0.05532877,,13.20803527
,1965-66   ,0.088520055,5.553899233,9.693479029,15.21563226,3.213904826,10.84446259,-24.50136488,-4.516223368,-,-,-13.86417647,-6.387225549,-11.05620779,-3.335513407,-,-,-2.63577011,,5.445820642
,1964-65   ,5.973783118,17.72462896,4.470510476,7.764661324,7.706273015,16.22715476,68.96413767,42.71105104,-,-,-6.512049662,1.519756839,3.379742775,12.26138032,-,-,7.452950122,2.008609944,16.64197931
,1963-64   ,3.720038535,11.02204409,22.88257737,28.5111258,11.64944731,17.5679252,-18.37099365,42.19659588,-,-,8.404077896,17.92114695,3.391988817,12.46903386,-,-,5.994353261,1.790817903,14.84872287
,1962-63   ,1.302747832,5.31746497,20.65604949,21.25890467,6.569920264,8.901159405,-13.37349985,-34.37204335,-,-,-0.57983124,4.104477612,3.909215401,8.805031447,-,-,2.931127737,1.075387242,7.465878719
,1961-62   ,1.704835864,4.567189796,7.623263789,11.12454605,13.23412749,15.47617256,-15.07124697,6.885752641,-,-,-0.185873212,2.160101652,-9.755901107,-7.634854772,-,-,3.722742533,1.314460637,5.948038928
,1960-61   ,5.688435976,8.055747506,5.399756998,9.110992044,6.658564784,13.594737,36.82529806,147.807236,-,-,-1.181855858,1.026957638,16.69845109,19.30693069,-,-,5.49629374,1.704074,9.511480354
,1959-60   ,1.137445102,3.947360494,1.794288602,5.380333997,5.43565176,9.035927433,-1032.274626,655.397779,-,-,5.408107708,8.344923505,-10.99431437,-8.514492754,-,-,2.624727854,0.964977216,5.354006007
,1958-59   ,9.180260996,13.52850611,3.545728117,7.263681549,-0.157049579,0.254026259,-106.7391683,-89.67317596,-,-,-13.5599132,-10.125,-18.57312403,-15.33742331,-,-,7.39027285,2.000164656,11.47320372
,1957-58   ,-1.975570377,1.433932312,12.61234714,16.8604652,-9.516687297,0.034001587,60.24031465,-30.64180646,-,-,0.790850486,4.302477184,7.333670514,11.07325383,-,-,-0.411223036,,2.978328885
,1956-57   ,4.423732953,17.94467928,6.960495901,10.25641025,19.59305795,24.69631582,205.4155163,49.66269413,-,-,-10.2947866,1.321003963,23.88660034,39.92848629,-,-,5.578461478,1.718913018,19.14245376
,1955-56   ,0.956039673,0.02130447,2.769529775,7.142857111,12.13654811,20.71185279,25.97381752,277.1400982,-,-,8.38085348,7.375886525,12.91366434,11.86666667,-,-,3.236302849,1.174431582,1.800658134
,1954-55   ,3.280526724,-6.92970299,0.586478413,4.297994323,13.56489949,16.95493751,-148.531001,-149.4390895,-,-,21.48257325,9.472049689,27.65105269,15.03067485,-,-,4.811058778,1.57091718,-5.42431182
,1953-54   ,6.01193068,8.812288757,1.253642712,5.597579363,3.169606161,-1.201159451,-327.7264205,188.9714646,-,-,-12.24802303,-9.93006993,-9.512712954,-7.122507123,-,-,6.150258761,1.816494156,8.845855762
,1952-53   ,4.035297528,-0.230334594,0.115600572,3.605015684,-5.498149174,-6.048245051,-73.51041734,-112.6775189,-,-,-11.86840353,-15.48463357,-29.47619805,-32.3699422,-,-,2.625680048,0.965339928,-1.840258513
,1951-52   ,6.356264966,9.723515029,1.040102342,4.934210589,-2.559552684,7.427377272,-6.084589438,20.79848699,-,-,11.41303427,14.94565217,41.5048112,45.99156118,-,-,2.946833455,1.080731189,6.2780317
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
