Week_End_Date,Close,Weekly_Return
2023-01-13,3400.19,-0.000285196815204114
2023-01-20,3411.15,0.003223349283422383
2023-01-27,3252.56,-0.04649165237529873
2023-02-03,3246.93,-0.00173094424084419
2023-02-10,3326.48,0.024500066216395222
2023-02-17,3232.93,-0.02812282051898707
2023-02-24,3048.05,-0.05718651501888372
2023-03-03,3297.65,0.08188842046554345
2023-03-10,3186.59,-0.03367852864918952
2023-03-17,3199.59,0.004079596057227297
2023-03-24,3046.5,-0.04784675536553129
2023-03-31,3101.56,0.018073198752666997
2023-04-07,3234.74,0.042939681966494225
2023-04-14,3404.58,0.05250499267329056
2023-04-21,3390.43,-0.0041561661056577215
2023-04-28,3560.04,0.050026102883705015
2023-05-05,3564.32,0.0012022336827677282
2023-05-12,3625.71,0.017223481617812064
2023-05-19,3671.98,0.012761638410132115
2023-05-26,3783.06,0.03025070942652186
2023-06-02,3930.4,0.038947307206335546
2023-06-09,3988.7,0.014833095868104884
2023-06-16,4144.28,0.039005189660791695
2023-06-23,4056.09,-0.021279932823071723
2023-06-30,4161.18,0.02590918840558265
2023-07-07,4251.32,0.02166212468578621
2023-07-14,4322.8,0.01681360142261701
2023-07-21,4291.07,-0.00734014990284082
2023-07-28,4508.91,0.05076589288918609
2023-08-04,4314.36,-0.043147900490362434
2023-08-11,4253.09,-0.014201411101530614
2023-08-18,4243.51,-0.002252479961627918
2023-08-25,4267.75,0.005712252357128911
2023-09-01,4511.25,0.057055825669263704
2023-09-08,4732.59,0.049064006650041625
2023-09-15,4693.02,-0.008361172212255852
2023-09-22,4491.99,-0.04283595637776971
2023-09-29,4605.93,0.02536514996694117
2023-10-06,4695.42,0.019429300922940484
2023-10-13,4889.12,0.041252965655894425
2023-10-20,4776.96,-0.02294073371076999
2023-10-27,4622.08,-0.032422293676312997
2023-11-03,5104.47,0.10436643242869015
2023-11-10,5240.55,0.026658987123050926
2023-11-17,5490.02,0.047603782045777754
2023-11-24,5571.48,0.014837833013358726
2023-12-01,5731.57,0.028733837328681178
2023-12-08,5853.51,0.021275147996098864
2023-12-15,6060.59,0.03537706435967469
2023-12-22,6028.54,-0.005288264013899702
2023-12-29,6186.94,0.026275018495357072
2024-01-05,6676.05,0.07905523570618112
2024-01-12,6966.18,0.043458332397151134
2024-01-19,6863.94,-0.014676623343066186
2024-01-26,6507.5,-0.051929358356862076
