Week_End_Date,Close,Weekly_Return
2023-01-13,929.9,-0.004251127030528878
2023-01-20,921.72,-0.008796644800516118
2023-01-27,826.86,-0.10291628694180444
2023-02-03,785.94,-0.049488426093897364
2023-02-10,818.76,0.04175891289411404
2023-02-17,799.37,-0.02368215350041525
2023-02-24,785.96,-0.01677571087231189
2023-03-03,833.57,0.06057560181179711
2023-03-10,837.83,0.005110548604196463
2023-03-17,825.34,-0.014907558812646937
2023-03-24,803.34,-0.026655681294981415
2023-03-31,804.78,0.001792516244678355
2023-04-07,820.21,0.01917294167350092
2023-04-14,831.21,0.013411199570841692
2023-04-21,835.84,0.0055701928513853805
2023-04-28,851.54,0.018783499234303225
2023-05-05,861.53,0.011731686121615015
2023-05-12,882.18,0.023968985409678067
2023-05-19,876.49,-0.00644993085311385
2023-05-26,905.86,0.03350865383518342
2023-06-02,914.82,0.009891153158324784
2023-06-09,928.05,0.014461861349773564
2023-06-16,937.08,0.009730079198319252
2023-06-23,919.87,-0.018365561104708328
2023-06-30,948.16,0.03075434572276503
2023-07-07,945.36,-0.002953088086398825
2023-07-14,959.85,0.015327494287890264
2023-07-21,957.95,-0.001979475959785315
2023-07-28,975.36,0.018174226212223976
2023-08-04,977.92,0.002624671916010346
2023-08-11,982.45,0.004632280759162333
2023-08-18,989.65,0.007328617232429169
2023-08-25,997.65,0.00808366594250498
2023-09-01,1005.87,0.00823936250187951
2023-09-08,1037.97,0.03191267261176889
2023-09-15,1038.06,8.670770831509245e-05
2023-09-22,1018.38,-0.01895844170857175
2023-09-29,1017.3,-0.0010605078654333244
2023-10-06,1034.75,0.017153248795832132
2023-10-13,1036.0,0.0012080212611742525
2023-10-20,1012.99,-0.02221042471042467
2023-10-27,990.73,-0.021974550587863684
2023-11-03,1000.54,0.009901789589494614
2023-11-10,1018.83,0.01828012873048568
2023-11-17,1040.75,0.021514874905528947
2023-11-24,1043.96,0.00308431419649291
2023-12-01,1078.22,0.03281734932372893
2023-12-08,1173.88,0.08872029826937
2023-12-15,1208.71,0.029670835179064214
2023-12-22,1196.94,-0.009737654193313516
2023-12-29,1215.42,0.015439370394505936
2024-01-05,1278.16,0.05162001612611289
2024-01-12,1311.96,0.02644426362896657
2024-01-19,1279.74,-0.024558675569377186
2024-01-26,1259.49,-0.01582352665385156
2024-02-02,1364.54,0.0834067757584418
2024-02-09,1357.74,-0.004983364357219244
2024-02-16,1375.48,0.013065829982176203
2024-02-23,1399.64,0.017564777386803287
2024-03-01,1392.53,-0.005079877682832801
2024-03-08,1375.69,-0.012093096737592623
2024-03-15,1324.13,-0.037479373986871956
2024-03-22,1335.98,0.008949272352412496
2024-03-29,1376.64,0.030434587344122077
2024-04-05,1427.06,0.03662540678754067
2024-04-12,1420.83,-0.004365618824716533
2024-04-19,1387.29,-0.023605920483097842
2024-04-26,1466.13,0.056830222952663156
2024-05-03,1456.55,-0.006534209108332911
2024-05-10,1404.36,-0.03583124506539426
2024-05-17,1488.88,0.060183998404967465
2024-05-24,1496.64,0.0052119714147547125
2024-05-31,1475.48,-0.014138336540517438
2024-06-07,1482.59,0.004818770840675501
2024-06-14,1536.0,0.03602479444755469
2024-06-21,1551.33,0.009980468750000027
2024-06-28,1541.91,-0.006072209007754514
2024-07-05,1578.79,0.0239183869356836
2024-07-12,1587.57,0.005561220935019762
2024-07-19,1541.8,-0.028830224808984783
2024-07-26,1613.71,0.04664029056946428
2024-08-02,1617.52,0.0023610190182870028
2024-08-09,1577.68,-0.024630298234334047
2024-08-16,1570.56,-0.004512955732468016
2024-08-23,1620.61,0.0318676140994294
2024-08-30,1617.84,-0.0017092329431510622
2024-09-06,1587.63,-0.01867304554220428
2024-09-13,1613.72,0.016433299950240343
2024-09-20,1596.01,-0.010974642441067828
2024-09-27,1609.79,0.0086340311150932
2024-10-04,1547.1,-0.038942967716286025
2024-10-11,1552.83,0.0037037037037037646
2024-10-18,1538.11,-0.009479466522413937
2024-10-25,1433.98,-0.0676999694430177
